method,seed,step,episode,episode_return,total_cost,n_served,n_customers,terminated,truncated,n_on_time,n_waited,n_late
gnn_dqn_r0.3,92,0,50,-18.578450482584344,18.578450482584344,15,15,1,0,5.0,8.0,2.0
gnn_dqn_r0.3,93,0,51,2.360447649687364,17.639552350312634,15,15,1,0,7.0,8.0,0.0
gnn_dqn_r0.3,94,0,52,5.110949056125204,14.889050943874796,15,15,1,0,4.0,11.0,0.0
gnn_dqn_r0.3,95,0,53,8.315714669250257,11.684285330749743,15,15,1,0,9.0,6.0,0.0
gnn_dqn_r0.3,96,0,54,-9.920363276637204,19.920363276637204,15,15,1,0,6.0,8.0,1.0
gnn_dqn_r0.3,97,0,55,5.275085415805176,14.724914584194824,15,15,1,0,9.0,6.0,0.0
gnn_dqn_r0.3,98,0,56,4.40567800496177,15.59432199503823,15,15,1,0,8.0,7.0,0.0
gnn_dqn_r0.3,99,0,57,0.7975138101336015,19.2024861898664,15,15,1,0,6.0,9.0,0.0
gnn_dqn_r0.3,100,0,58,1.1295934221221131,18.870406577877887,15,15,1,0,6.0,9.0,0.0
gnn_dqn_r0.3,101,0,59,6.324264472449373,13.675735527550627,15,15,1,0,5.0,10.0,0.0
gnn_dqn_r0.3,102,0,60,2.9830326950796433,17.016967304920357,15,15,1,0,7.0,8.0,0.0
gnn_dqn_r0.3,103,0,61,-15.551194489060155,15.551194489060155,15,15,1,0,6.0,7.0,2.0
gnn_dqn_r0.3,104,0,62,1.749570486698488,18.250429513301512,15,15,1,0,10.0,5.0,0.0
gnn_dqn_r0.3,105,0,63,7.065223546112854,12.934776453887146,15,15,1,0,8.0,7.0,0.0
gnn_dqn_r0.3,106,0,64,-5.62967390593036,15.62967390593036,15,15,1,0,9.0,5.0,1.0
gnn_dqn_r0.3,107,0,65,0.3774313869299384,19.62256861307006,15,15,1,0,8.0,7.0,0.0
gnn_dqn_r0.3,108,0,66,-0.3538060038798747,20.353806003879875,15,15,1,0,5.0,10.0,0.0
gnn_dqn_r0.3,109,0,67,-15.53136621465885,15.53136621465885,15,15,1,0,4.0,9.0,2.0
gnn_dqn_r0.3,110,0,68,-2.239875441404447,12.239875441404447,15,15,1,0,8.0,6.0,1.0
gnn_dqn_r0.3,111,0,69,3.3265210989419867,16.67347890105801,15,15,1,0,8.0,7.0,0.0
gnn_dqn_r0.3,112,0,70,9.407359786851455,10.592640213148545,15,15,1,0,9.0,6.0,0.0
gnn_dqn_r0.3,113,0,71,-4.444516272567004,24.444516272567004,15,15,1,0,8.0,7.0,0.0
gnn_dqn_r0.3,114,0,72,-3.8489521725284916,23.84895217252849,15,15,1,0,6.0,9.0,0.0
gnn_dqn_r0.3,115,0,73,1.8009482318629324,18.199051768137068,15,15,1,0,9.0,6.0,0.0
gnn_dqn_r0.3,116,0,74,3.9346937452909714,16.06530625470903,15,15,1,0,5.0,10.0,0.0
gnn_dqn_r0.3,117,0,75,6.75046889263283,13.24953110736717,15,15,1,0,7.0,8.0,0.0
gnn_dqn_r0.3,118,0,76,3.0446966267951296,16.95530337320487,15,15,1,0,8.0,7.0,0.0
gnn_dqn_r0.3,119,0,77,0.5481607495332064,19.451839250466794,15,15,1,0,8.0,7.0,0.0
gnn_dqn_r0.3,120,0,78,5.7357246027446,14.2642753972554,15,15,1,0,7.0,8.0,0.0
gnn_dqn_r0.3,121,0,79,8.4832998263322,11.5167001736678,15,15,1,0,6.0,9.0,0.0
gnn_dqn_r0.3,122,0,80,3.7204490849260843,16.279550915073916,15,15,1,0,6.0,9.0,0.0
gnn_dqn_r0.3,123,0,81,-8.168756826107419,18.16875682610742,15,15,1,0,7.0,7.0,1.0
gnn_dqn_r0.3,124,0,82,-1.0187317000882992,21.0187317000883,15,15,1,0,8.0,7.0,0.0
gnn_dqn_r0.3,125,0,83,0.9637311629541703,19.03626883704583,15,15,1,0,9.0,6.0,0.0
gnn_dqn_r0.3,126,0,84,-3.4048535621240816,23.40485356212408,15,15,1,0,9.0,6.0,0.0
gnn_dqn_r0.3,127,0,85,0.8971226665752514,19.10287733342475,15,15,1,0,8.0,7.0,0.0
gnn_dqn_r0.3,128,0,86,-10.287549625159237,20.287549625159237,15,15,1,0,10.0,4.0,1.0
gnn_dqn_r0.3,129,0,87,-8.017211472275001,18.017211472275,15,15,1,0,9.0,5.0,1.0
gnn_dqn_r0.3,130,0,88,0.7467160845134444,19.253283915486556,15,15,1,0,6.0,9.0,0.0
gnn_dqn_r0.3,131,0,89,-2.778031805429677,22.778031805429677,15,15,1,0,6.0,9.0,0.0
gnn_dqn_r0.3,132,0,90,0.20528934041995583,19.794710659580044,15,15,1,0,7.0,8.0,0.0
gnn_dqn_r0.3,133,0,91,-17.39227620100864,17.39227620100864,15,15,1,0,8.0,5.0,2.0
gnn_dqn_r0.3,134,0,92,-2.974134570157169,22.97413457015717,15,15,1,0,9.0,6.0,0.0
gnn_dqn_r0.3,135,0,93,-4.0099120607208505,14.00991206072085,15,15,1,0,8.0,6.0,1.0
gnn_dqn_r0.3,136,0,94,-6.216802723207255,16.216802723207255,15,15,1,0,7.0,7.0,1.0
gnn_dqn_r0.3,137,0,95,-11.054995183836084,21.054995183836084,15,15,1,0,8.0,6.0,1.0
gnn_dqn_r0.3,138,0,96,-5.170359438950765,15.170359438950765,15,15,1,0,4.0,10.0,1.0
gnn_dqn_r0.3,139,0,97,-5.919498939443956,15.919498939443956,15,15,1,0,8.0,6.0,1.0
gnn_dqn_r0.3,140,0,98,-6.555358087055875,16.555358087055875,15,15,1,0,9.0,5.0,1.0
gnn_dqn_r0.3,141,0,99,-7.114859458724439,17.11485945872444,15,15,1,0,8.0,6.0,1.0
gnn_dqn_r0.5,42,0,0,-11.356084105781989,21.35608410578199,15,15,1,0,8.0,6.0,1.0
gnn_dqn_r0.5,43,0,1,6.232529868553939,13.76747013144606,15,15,1,0,8.0,7.0,0.0
gnn_dqn_r0.5,44,0,2,0.9089019340587576,19.091098065941242,15,15,1,0,5.0,10.0,0.0
gnn_dqn_r0.5,45,0,3,3.4663404206531183,16.53365957934688,15,15,1,0,7.0,8.0,0.0
gnn_dqn_r0.5,46,0,4,-14.269740772300544,24.269740772300544,15,15,1,0,5.0,9.0,1.0
gnn_dqn_r0.5,47,0,5,6.2665227822228395,13.73347721777716,15,15,1,0,9.0,6.0,0.0
gnn_dqn_r0.5,48,0,6,-16.870375873493284,16.870375873493284,15,15,1,0,9.0,4.0,2.0
gnn_dqn_r0.5,49,0,7,-0.07761231799595691,20.077612317995957,15,15,1,0,8.0,7.0,0.0
gnn_dqn_r0.5,50,0,8,4.075629318974443,15.924370681025557,15,15,1,0,8.0,7.0,0.0
gnn_dqn_r0.5,51,0,9,6.898033501879642,13.101966498120358,15,15,1,0,8.0,7.0,0.0
gnn_dqn_r0.5,52,0,10,-9.909863048137904,19.909863048137904,15,15,1,0,7.0,7.0,1.0
gnn_dqn_r0.5,53,0,11,-7.773131286737694,17.773131286737694,15,15,1,0,9.0,5.0,1.0
gnn_dqn_r0.5,54,0,12,-5.41701480744446,25.41701480744446,15,15,1,0,7.0,8.0,0.0
gnn_dqn_r0.5,55,0,13,4.886071896541953,15.113928103458047,15,15,1,0,10.0,5.0,0.0
gnn_dqn_r0.5,56,0,14,-2.518679033497353,22.518679033497353,15,15,1,0,8.0,7.0,0.0
gnn_dqn_r0.5,57,0,15,2.1780066675653416,17.82199333243466,15,15,1,0,6.0,9.0,0.0
gnn_dqn_r0.5,58,0,16,-16.78193457709349,16.78193457709349,15,15,1,0,6.0,7.0,2.0
gnn_dqn_r0.5,59,0,17,0.9027930299145517,19.09720697008545,15,15,1,0,6.0,9.0,0.0
gnn_dqn_r0.5,60,0,18,-13.827254323423631,23.82725432342363,15,15,1,0,3.0,11.0,1.0
gnn_dqn_r0.5,61,0,19,4.581127941777485,15.418872058222515,15,15,1,0,9.0,6.0,0.0
gnn_dqn_r0.5,62,0,20,-5.577873099641966,15.577873099641966,15,15,1,0,6.0,8.0,1.0
gnn_dqn_r0.5,63,0,21,2.4276729022466057,17.572327097753394,15,15,1,0,7.0,8.0,0.0
gnn_dqn_r0.5,64,0,22,5.265969601374433,14.734030398625567,15,15,1,0,11.0,4.0,0.0
gnn_dqn_r0.5,65,0,23,6.976802126215757,13.023197873784243,15,15,1,0,8.0,7.0,0.0
gnn_dqn_r0.5,66,0,24,4.931197489148154,15.068802510851846,15,15,1,0,9.0,6.0,0.0
gnn_dqn_r0.5,67,0,25,-1.17084629439006,21.17084629439006,15,15,1,0,6.0,9.0,0.0
gnn_dqn_r0.5,68,0,26,-12.554060998152163,22.554060998152163,15,15,1,0,8.0,6.0,1.0
gnn_dqn_r0.5,69,0,27,-12.3621613189176,22.3621613189176,15,15,1,0,5.0,9.0,1.0
gnn_dqn_r0.5,70,0,28,-6.516915254663633,16.516915254663633,15,15,1,0,2.0,12.0,1.0
gnn_dqn_r0.5,71,0,29,3.118881295694898,16.881118704305102,15,15,1,0,10.0,5.0,0.0
gnn_dqn_r0.5,72,0,30,3.491657867003614,16.508342132996386,15,15,1,0,8.0,7.0,0.0
gnn_dqn_r0.5,73,0,31,-1.137126303269402,21.137126303269405,15,15,1,0,7.0,8.0,0.0
gnn_dqn_r0.5,74,0,32,-14.989783441919073,24.989783441919073,15,15,1,0,6.0,8.0,1.0
gnn_dqn_r0.5,75,0,33,-13.34365694466517,23.34365694466517,15,15,1,0,7.0,7.0,1.0
gnn_dqn_r0.5,76,0,34,-19.562223740506546,19.562223740506546,15,15,1,0,7.0,6.0,2.0
gnn_dqn_r0.5,77,0,35,3.997439413787802,16.002560586212198,15,15,1,0,8.0,7.0,0.0
gnn_dqn_r0.5,78,0,36,6.995252387071247,13.004747612928753,15,15,1,0,9.0,6.0,0.0
gnn_dqn_r0.5,79,0,37,-4.897845471696479,14.89784547169648,15,15,1,0,8.0,6.0,1.0
gnn_dqn_r0.5,80,0,38,-4.770348979160207,14.770348979160207,15,15,1,0,8.0,6.0,1.0
gnn_dqn_r0.5,81,0,39,4.124584191647163,15.875415808352837,15,15,1,0,6.0,9.0,0.0
gnn_dqn_r0.5,82,0,40,-23.154256503119214,13.154256503119214,15,15,1,0,4.0,8.0,3.0
gnn_dqn_r0.5,83,0,41,1.0827418835141174,18.917258116485883,15,15,1,0,5.0,10.0,0.0
gnn_dqn_r0.5,84,0,42,3.645920726714177,16.354079273285823,15,15,1,0,6.0,9.0,0.0
gnn_dqn_r0.5,85,0,43,0.08582048665547148,19.91417951334453,15,15,1,0,10.0,5.0,0.0
gnn_dqn_r0.5,86,0,44,-10.456752414317386,20.456752414317386,15,15,1,0,4.0,10.0,1.0
gnn_dqn_r0.5,87,0,45,-1.0275753413834678,21.027575341383468,15,15,1,0,8.0,7.0,0.0
gnn_dqn_r0.5,88,0,46,2.278662724674305,17.721337275325695,15,15,1,0,6.0,9.0,0.0
gnn_dqn_r0.5,89,0,47,4.075656753577849,15.92434324642215,15,15,1,0,8.0,7.0,0.0
gnn_dqn_r0.5,90,0,48,-3.505893773926008,23.505893773926008,15,15,1,0,9.0,6.0,0.0
gnn_dqn_r0.5,91,0,49,-0.9765579367506572,20.97655793675066,15,15,1,0,9.0,6.0,0.0
gnn_dqn_r0.5,92,0,50,4.434312672316199,15.5656873276838,15,15,1,0,7.0,8.0,0.0
gnn_dqn_r0.5,93,0,51,2.360447649687364,17.639552350312634,15,15,1,0,7.0,8.0,0.0
gnn_dqn_r0.5,94,0,52,5.257766426362634,14.742233573637366,15,15,1,0,9.0,6.0,0.0
gnn_dqn_r0.5,95,0,53,8.780821273227,11.219178726773,15,15,1,0,9.0,6.0,0.0
gnn_dqn_r0.5,96,0,54,0.29395835123036207,19.706041648769638,15,15,1,0,9.0,6.0,0.0
gnn_dqn_r0.5,97,0,55,1.392266839186,18.607733160814,15,15,1,0,10.0,5.0,0.0
gnn_dqn_r0.5,98,0,56,1.382485154897827,18.61751484510217,15,15,1,0,7.0,8.0,0.0
gnn_dqn_r0.5,99,0,57,0.7220617991848854,19.277938200815115,15,15,1,0,8.0,7.0,0.0
gnn_dqn_r0.5,100,0,58,-1.2426018773214658,21.242601877321466,15,15,1,0,10.0,5.0,0.0
gnn_dqn_r0.5,101,0,59,-14.309347412743161,14.309347412743163,15,15,1,0,4.0,9.0,2.0
gnn_dqn_r0.5,102,0,60,-34.995400526231045,14.995400526231052,15,15,1,0,6.0,5.0,4.0
gnn_dqn_r0.5,103,0,61,-6.708730693389352,16.708730693389352,15,15,1,0,7.0,7.0,1.0
gnn_dqn_r0.5,104,0,62,-0.4238881916737611,20.42388819167376,15,15,1,0,7.0,8.0,0.0
gnn_dqn_r0.5,105,0,63,-2.7940563662733524,12.794056366273352,15,15,1,0,8.0,6.0,1.0
gnn_dqn_r0.5,106,0,64,-2.1988707534938623,12.198870753493862,15,15,1,0,9.0,5.0,1.0
gnn_dqn_r0.5,107,0,65,4.348345086653385,15.651654913346615,15,15,1,0,9.0,6.0,0.0
gnn_dqn_r0.5,108,0,66,-1.0067510630772638,21.006751063077264,15,15,1,0,7.0,8.0,0.0
gnn_dqn_r0.5,109,0,67,-2.061494441390863,22.061494441390863,15,15,1,0,8.0,7.0,0.0
gnn_dqn_r0.5,110,0,68,-2.5684174612419426,12.568417461241943,15,15,1,0,9.0,5.0,1.0
gnn_dqn_r0.5,111,0,69,1.195742194072679,18.80425780592732,15,15,1,0,6.0,9.0,0.0
gnn_dqn_r0.5,112,0,70,7.026337982475091,12.973662017524909,15,15,1,0,9.0,6.0,0.0
gnn_dqn_r0.5,113,0,71,-18.11396343075121,28.11396343075121,15,15,1,0,7.0,7.0,1.0
gnn_dqn_r0.5,114,0,72,-2.763693573532585,22.763693573532585,15,15,1,0,7.0,8.0,0.0
gnn_dqn_r0.5,115,0,73,2.5462526465958817,17.45374735340412,15,15,1,0,6.0,9.0,0.0
gnn_dqn_r0.5,116,0,74,0.943575840362989,19.05642415963701,15,15,1,0,7.0,8.0,0.0
gnn_dqn_r0.5,117,0,75,-4.505251293643539,14.50525129364354,15,15,1,0,6.0,8.0,1.0
gnn_dqn_r0.5,118,0,76,2.0314935689083136,17.968506431091686,15,15,1,0,6.0,9.0,0.0
gnn_dqn_r0.5,119,0,77,1.372501569702905,18.627498430297095,15,15,1,0,8.0,7.0,0.0
gnn_dqn_r0.5,120,0,78,-3.6519570485969624,13.651957048596962,15,15,1,0,7.0,7.0,1.0
gnn_dqn_r0.5,121,0,79,6.426294120818497,13.573705879181503,15,15,1,0,10.0,5.0,0.0
gnn_dqn_r0.5,122,0,80,4.1497967197680445,15.850203280231955,15,15,1,0,9.0,6.0,0.0
gnn_dqn_r0.5,123,0,81,-8.017780560993984,18.017780560993984,15,15,1,0,9.0,5.0,1.0
gnn_dqn_r0.5,124,0,82,-21.98977201016008,21.98977201016008,15,15,1,0,9.0,4.0,2.0
gnn_dqn_r0.5,125,0,83,1.402913218590479,18.597086781409523,15,15,1,0,9.0,6.0,0.0
gnn_dqn_r0.5,126,0,84,-3.233461191360533,23.233461191360533,15,15,1,0,9.0,6.0,0.0
gnn_dqn_r0.5,127,0,85,-0.3950364071280674,20.395036407128067,15,15,1,0,7.0,8.0,0.0
gnn_dqn_r0.5,128,0,86,-9.65189101513641,19.65189101513641,15,15,1,0,10.0,4.0,1.0
gnn_dqn_r0.5,129,0,87,0.7623669669705819,19.237633033029418,15,15,1,0,9.0,6.0,0.0
gnn_dqn_r0.5,130,0,88,-0.7945367551845557,20.794536755184556,15,15,1,0,7.0,8.0,0.0
gnn_dqn_r0.5,131,0,89,-9.115108229493025,29.115108229493025,15,15,1,0,9.0,6.0,0.0
gnn_dqn_r0.5,132,0,90,2.2696654628061843,17.730334537193816,15,15,1,0,7.0,8.0,0.0
gnn_dqn_r0.5,133,0,91,-23.24138290383306,13.24138290383306,15,15,1,0,6.0,6.0,3.0
gnn_dqn_r0.5,134,0,92,-3.5454922647302993,23.5454922647303,15,15,1,0,10.0,5.0,0.0
gnn_dqn_r0.5,135,0,93,5.862177654188002,14.137822345811998,15,15,1,0,8.0,7.0,0.0
gnn_dqn_r0.5,136,0,94,-5.890533712086356,15.890533712086356,15,15,1,0,8.0,6.0,1.0
gnn_dqn_r0.5,137,0,95,-18.690620326976575,18.690620326976575,15,15,1,0,4.0,9.0,2.0
gnn_dqn_r0.5,138,0,96,-3.810122268669229,13.810122268669229,15,15,1,0,5.0,9.0,1.0
gnn_dqn_r0.5,139,0,97,1.9759981154159938,18.024001884584003,15,15,1,0,9.0,6.0,0.0
gnn_dqn_r0.5,140,0,98,-15.289214873243601,15.289214873243601,15,15,1,0,8.0,5.0,2.0
gnn_dqn_r0.5,141,0,99,-6.403734822782731,16.40373482278273,15,15,1,0,9.0,5.0,1.0
gnn_dqn_r1.5,42,0,0,-9.9198723496633,29.9198723496633,15,15,1,0,9.0,6.0,0.0
gnn_dqn_r1.5,43,0,1,0.8320076667638929,19.167992333236107,15,15,1,0,8.0,7.0,0.0
gnn_dqn_r1.5,44,0,2,-12.684598149148435,32.684598149148435,15,15,1,0,9.0,6.0,0.0
gnn_dqn_r1.5,45,0,3,-0.812475844048322,20.812475844048322,15,15,1,0,9.0,6.0,0.0
gnn_dqn_r1.5,46,0,4,-31.713631839101488,21.713631839101488,15,15,1,0,6.0,6.0,3.0
gnn_dqn_r1.5,47,0,5,1.059211625329688,18.940788374670312,15,15,1,0,9.0,6.0,0.0
gnn_dqn_r1.5,48,0,6,-19.81384837145783,19.81384837145783,15,15,1,0,7.0,6.0,2.0
gnn_dqn_r1.5,49,0,7,-23.624303452614583,33.62430345261458,15,15,1,0,9.0,5.0,1.0
gnn_dqn_r1.5,50,0,8,-10.10291295138957,20.10291295138957,15,15,1,0,6.0,8.0,1.0
gnn_dqn_r1.5,51,0,9,-24.931291685050798,14.931291685050798,15,15,1,0,5.0,7.0,3.0
gnn_dqn_r1.5,52,0,10,-16.669333313376693,26.669333313376693,15,15,1,0,8.0,6.0,1.0
gnn_dqn_r1.5,53,0,11,-21.479816762975293,31.479816762975293,15,15,1,0,6.0,8.0,1.0
gnn_dqn_r1.5,54,0,12,-16.741876382556278,36.74187638255628,15,15,1,0,8.0,7.0,0.0
gnn_dqn_r1.5,55,0,13,-11.3242995062941,21.3242995062941,15,15,1,0,8.0,6.0,1.0
gnn_dqn_r1.5,56,0,14,-9.14139859934312,29.14139859934312,15,15,1,0,8.0,7.0,0.0
gnn_dqn_r1.5,57,0,15,0.2632174696167553,19.736782530383245,15,15,1,0,7.0,8.0,0.0
gnn_dqn_r1.5,58,0,16,-14.337564694741122,24.337564694741122,15,15,1,0,8.0,6.0,1.0
gnn_dqn_r1.5,59,0,17,-25.786284376089185,25.786284376089185,15,15,1,0,7.0,6.0,2.0
gnn_dqn_r1.5,60,0,18,-29.407901952908034,29.407901952908034,15,15,1,0,5.0,8.0,2.0
gnn_dqn_r1.5,61,0,19,-9.524809562335633,29.524809562335633,15,15,1,0,7.0,8.0,0.0
gnn_dqn_r1.5,62,0,20,-12.18045897476929,22.18045897476929,15,15,1,0,6.0,8.0,1.0
gnn_dqn_r1.5,63,0,21,-2.660711837541463,22.660711837541463,15,15,1,0,8.0,7.0,0.0
gnn_dqn_r1.5,64,0,22,-6.5618906732606845,26.561890673260685,15,15,1,0,8.0,7.0,0.0
gnn_dqn_r1.5,65,0,23,-4.226524189475633,24.226524189475633,15,15,1,0,8.0,7.0,0.0
gnn_dqn_r1.5,66,0,24,2.301256355722554,17.698743644277446,15,15,1,0,10.0,5.0,0.0
gnn_dqn_r1.5,67,0,25,-4.413182134786393,24.413182134786393,15,15,1,0,9.0,6.0,0.0
gnn_dqn_r1.5,68,0,26,-4.8235352106616,24.8235352106616,15,15,1,0,8.0,7.0,0.0
gnn_dqn_r1.5,69,0,27,-8.709602658169452,28.70960265816945,15,15,1,0,9.0,6.0,0.0
gnn_dqn_r1.5,70,0,28,-6.865107835583288,26.865107835583288,15,15,1,0,7.0,8.0,0.0
gnn_dqn_r1.5,71,0,29,-2.384529760253187,22.384529760253187,15,15,1,0,5.0,10.0,0.0
gnn_dqn_r1.5,72,0,30,-6.527876206176767,26.527876206176767,15,15,1,0,8.0,7.0,0.0
gnn_dqn_r1.5,73,0,31,-10.258124521119212,30.258124521119214,15,15,1,0,7.0,8.0,0.0
gnn_dqn_r1.5,74,0,32,-16.824885094908765,26.824885094908765,15,15,1,0,7.0,7.0,1.0
gnn_dqn_r1.5,75,0,33,-22.49124493466305,32.49124493466305,15,15,1,0,8.0,6.0,1.0
gnn_dqn_r1.5,76,0,34,-21.202127390458188,31.202127390458188,15,15,1,0,6.0,8.0,1.0
gnn_dqn_r1.5,77,0,35,-2.099782788914778,22.09978278891478,15,15,1,0,6.0,9.0,0.0
gnn_dqn_r1.5,78,0,36,-29.036671487160255,19.03667148716026,15,15,1,0,7.0,5.0,3.0
gnn_dqn_r1.5,79,0,37,-23.52857911866466,23.52857911866466,15,15,1,0,7.0,6.0,2.0
gnn_dqn_r1.5,80,0,38,-18.801558333635953,18.801558333635953,15,15,1,0,7.0,6.0,2.0
gnn_dqn_r1.5,81,0,39,-10.82356785334504,20.82356785334504,15,15,1,0,5.0,9.0,1.0
gnn_dqn_r1.5,82,0,40,0.7957906076433616,19.20420939235664,15,15,1,0,10.0,5.0,0.0
gnn_dqn_r1.5,83,0,41,-2.731402074839039,22.73140207483904,15,15,1,0,6.0,9.0,0.0
gnn_dqn_r1.5,84,0,42,1.3881875203261238,18.611812479673876,15,15,1,0,9.0,6.0,0.0
gnn_dqn_r1.5,85,0,43,-8.885502604165723,28.885502604165723,15,15,1,0,10.0,5.0,0.0
gnn_dqn_r1.5,86,0,44,-14.584911346527392,24.58491134652739,15,15,1,0,8.0,6.0,1.0
gnn_dqn_r1.5,87,0,45,-12.09044151656881,32.09044151656881,15,15,1,0,9.0,6.0,0.0
gnn_dqn_r1.5,88,0,46,-11.454065598392148,21.454065598392148,15,15,1,0,11.0,3.0,1.0
gnn_dqn_r1.5,89,0,47,1.582209029744643,18.417790970255357,15,15,1,0,7.0,8.0,0.0
gnn_dqn_r1.5,90,0,48,-28.680189419738824,28.680189419738824,15,15,1,0,6.0,7.0,2.0
gnn_dqn_r1.5,91,0,49,-10.35397319701977,30.35397319701977,15,15,1,0,7.0,8.0,0.0
gnn_dqn_r1.5,92,0,50,-41.06127857806646,21.061278578066457,15,15,1,0,2.0,9.0,4.0
gnn_dqn_r1.5,93,0,51,-3.268631944493819,23.26863194449382,15,15,1,0,7.0,8.0,0.0
gnn_dqn_r1.5,94,0,52,1.4452464603313366,18.554753539668663,15,15,1,0,8.0,7.0,0.0
gnn_dqn_r1.5,95,0,53,2.061655351102143,17.938344648897857,15,15,1,0,9.0,6.0,0.0
gnn_dqn_r1.5,96,0,54,-5.460521850636322,25.460521850636322,15,15,1,0,8.0,7.0,0.0
gnn_dqn_r1.5,97,0,55,-3.50875965379465,23.508759653794648,15,15,1,0,9.0,6.0,0.0
gnn_dqn_r1.5,98,0,56,-2.6298255093824032,22.629825509382403,15,15,1,0,9.0,6.0,0.0
gnn_dqn_r1.5,99,0,57,-3.6315269409385564,23.631526940938556,15,15,1,0,7.0,8.0,0.0
gnn_dqn_r1.5,100,0,58,-6.5575686782063585,26.55756867820636,15,15,1,0,8.0,7.0,0.0
gnn_dqn_r1.5,101,0,59,-27.494329546934267,17.494329546934264,15,15,1,0,5.0,7.0,3.0
gnn_dqn_r1.5,102,0,60,-40.779077596801265,20.779077596801265,15,15,1,0,4.0,7.0,4.0
gnn_dqn_r1.5,103,0,61,-11.27600534806794,21.27600534806794,15,15,1,0,9.0,5.0,1.0
gnn_dqn_r1.5,104,0,62,-6.067937674088007,26.067937674088007,15,15,1,0,8.0,7.0,0.0
gnn_dqn_r1.5,105,0,63,2.539711003036981,17.46028899696302,15,15,1,0,7.0,8.0,0.0
gnn_dqn_r1.5,106,0,64,-9.009371473134745,19.009371473134745,15,15,1,0,9.0,5.0,1.0
gnn_dqn_r1.5,107,0,65,0.11412431244792387,19.885875687552076,15,15,1,0,8.0,7.0,0.0
gnn_dqn_r1.5,108,0,66,-5.590960543105663,25.590960543105663,15,15,1,0,9.0,6.0,0.0
gnn_dqn_r1.5,109,0,67,-8.50847528353707,28.50847528353707,15,15,1,0,8.0,7.0,0.0
gnn_dqn_r1.5,110,0,68,-7.2991374034824545,17.299137403482455,15,15,1,0,9.0,5.0,1.0
gnn_dqn_r1.5,111,0,69,-5.623556447342736,25.623556447342736,15,15,1,0,9.0,6.0,0.0
gnn_dqn_r1.5,112,0,70,-8.206657004223715,18.206657004223715,15,15,1,0,10.0,4.0,1.0
gnn_dqn_r1.5,113,0,71,-10.587888417925587,30.587888417925587,15,15,1,0,8.0,7.0,0.0
gnn_dqn_r1.5,114,0,72,-22.226975143986124,32.226975143986124,15,15,1,0,6.0,8.0,1.0
gnn_dqn_r1.5,115,0,73,-18.425890488947957,28.425890488947957,15,15,1,0,5.0,9.0,1.0
gnn_dqn_r1.5,116,0,74,-14.397721847416186,24.397721847416186,15,15,1,0,7.0,7.0,1.0
gnn_dqn_r1.5,117,0,75,-39.54791613694107,19.54791613694107,15,15,1,0,2.0,9.0,4.0
gnn_dqn_r1.5,118,0,76,1.1807091587752012,18.8192908412248,15,15,1,0,9.0,6.0,0.0
gnn_dqn_r1.5,119,0,77,-23.794460088620994,23.794460088620994,15,15,1,0,7.0,6.0,2.0
gnn_dqn_r1.5,120,0,78,-8.817115149739777,18.817115149739777,15,15,1,0,8.0,6.0,1.0
gnn_dqn_r1.5,121,0,79,4.778652238066471,15.22134776193353,15,15,1,0,10.0,5.0,0.0
gnn_dqn_r1.5,122,0,80,-4.85602929684357,24.85602929684357,15,15,1,0,8.0,7.0,0.0
gnn_dqn_r1.5,123,0,81,-13.387539857379679,23.38753985737968,15,15,1,0,8.0,6.0,1.0
gnn_dqn_r1.5,124,0,82,-13.01765290144499,33.01765290144499,15,15,1,0,7.0,8.0,0.0
gnn_dqn_r1.5,125,0,83,-29.29030883939364,19.29030883939364,15,15,1,0,7.0,5.0,3.0
gnn_dqn_r1.5,126,0,84,-10.286419785094793,30.286419785094793,15,15,1,0,9.0,6.0,0.0
gnn_dqn_r1.5,127,0,85,-9.334691678969058,29.334691678969058,15,15,1,0,8.0,7.0,0.0
gnn_dqn_r1.5,128,0,86,-8.052276132351913,28.052276132351913,15,15,1,0,8.0,7.0,0.0
gnn_dqn_r1.5,129,0,87,-12.63974821023941,32.63974821023941,15,15,1,0,10.0,5.0,0.0
gnn_dqn_r1.5,130,0,88,-0.9880346223049088,20.98803462230491,15,15,1,0,9.0,6.0,0.0
gnn_dqn_r1.5,131,0,89,-16.78353179699033,36.78353179699033,15,15,1,0,9.0,6.0,0.0
gnn_dqn_r1.5,132,0,90,-14.394796444888808,34.39479644488881,15,15,1,0,9.0,6.0,0.0
gnn_dqn_r1.5,133,0,91,-28.444726592389287,18.444726592389287,15,15,1,0,6.0,6.0,3.0
gnn_dqn_r1.5,134,0,92,-17.600836496437665,27.600836496437665,15,15,1,0,8.0,6.0,1.0
gnn_dqn_r1.5,135,0,93,-2.1863347593512437,22.186334759351244,15,15,1,0,7.0,8.0,0.0
gnn_dqn_r1.5,136,0,94,-10.722359932357993,20.722359932357993,15,15,1,0,5.0,9.0,1.0
gnn_dqn_r1.5,137,0,95,-14.008395718356429,24.00839571835643,15,15,1,0,5.0,9.0,1.0
gnn_dqn_r1.5,138,0,96,-15.818106286833366,25.818106286833366,15,15,1,0,6.0,8.0,1.0
gnn_dqn_r1.5,139,0,97,-10.357613851952301,30.3576138519523,15,15,1,0,6.0,9.0,0.0
gnn_dqn_r1.5,140,0,98,-25.062996380827382,25.062996380827382,15,15,1,0,8.0,5.0,2.0
